"X","logFC","AveExpr","t","P.Value","adj.P.Val","B","phrog","function.","product","annotation_method","bitscore","fident","evalue","qStart","qEnd","qLen","tStart","tEnd","tLen","annotation_source","tophit_protein","function_with_highest_bitscore_proportion","top_bitscore_proportion_not_unknown","head_and_packaging_bitscore_proportion","integration_and_excision_bitscore_proportion","tail_bitscore_proportion","moron_auxiliary_metabolic_gene_and_host_takeover_bitscore_proportion","DNA_RNA_and_nucleotide_metabolism_bitscore_proportion","connector_bitscore_proportion","transcription_regulation_bitscore_proportion","lysis_bitscore_proportion","other_bitscore_proportion","unknown_function_bitscore_proportion"
"virus_comp_733_cycle_1_20",0.0633561544846709,0.367387031812884,3.17036063069284,0.00289400307675091,0.00695957308926057,-1.94922971292646,"940","DNA, RNA and nucleotide metabolism","nuclease",NA,813,0.358,1.433e-20,8,203,216,154,351,355,"foldseek","protein682058","DNA, RNA and nucleotide metabolism",1,0,0,0,0,1,0,0,0,0,0
"virus_comp_733_cycle_1_22",0.0653431432504145,0.523010435296995,3.38592409491333,0.000918296355997507,0.0029988474984079,-1.0020459612324,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_733_cycle_1_23",0.0679185752058501,0.451831299414959,3.51049706421905,0.000654560744564756,0.00234906972164936,-0.682207244570216,"172","head and packaging","head scaffolding protein",NA,703,0.875,3.064e-19,0,164,167,0,168,170,"foldseek","protein813502","head and packaging",1,1,0,0,0,0,0,0,0,0,0
"virus_comp_733_cycle_1_24",0.0556694734291642,0.325281082228693,3.0884626201573,0.00269511303889525,0.00662590998052927,-1.9677061949304,"10","head and packaging","major head protein",NA,1957,0.978,5.341e-51,0,322,324,0,322,323,"foldseek","protein283279","head and packaging",1,1,0,0,0,0,0,0,0,0,0
"virus_comp_733_cycle_1_25",0.057194750044649,0.461052068023199,3.19308021307136,0.00172756403660126,0.00477800539246809,-1.58384165020177,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_733_cycle_1_27",0.06406986593174,0.506450516131966,3.34875899040784,0.001055018098016,0.00331250260654181,-1.13027204225174,"25","connector","head closure Hc1",NA,251,0.127,0.0007333,2,148,150,4,104,111,"foldseek","envhog_protein1283169","connector",1,0,0,0,0,0,1,0,0,0,0
"virus_comp_733_cycle_1_28",0.0783028707013888,0.674505931067691,3.86081124065655,0.000172691762007178,0.00101207211047385,0.54713030459533,"556","head and packaging","minor head protein",NA,540,0.688,3.289e-11,1,135,137,2,136,139,"foldseek","envhog_protein1054622","head and packaging",0.858,0.858,0,0,0,0,0.142,0,0,0,0
"virus_comp_733_cycle_1_29",0.0735970690368658,0.617769491097156,4.17760237725971,5.14601017655692e-05,0.000471094936303537,1.6547862794665,"3266","connector","tail completion",NA,727,0.675,1.657e-18,0,155,157,12,162,163,"foldseek","envhog_protein1865432","connector",0.809,0.149,0,0.042,0,0,0.809,0,0,0,0
"virus_comp_733_cycle_1_30",0.0645161787737063,0.546921454059327,4.02086109327165,9.24599264749914e-05,0.000681486460059344,1.09755126669119,"238","tail","major tail protein",NA,402,0.155,2.705e-07,13,166,180,1,146,199,"foldseek","protein796198","tail",0.967,0.025,0,0.967,0,0,0,0,0.001,0.007,0
"virus_comp_733_cycle_1_31",0.0685314009011692,0.627897986721672,4.23589166640899,3.98895569986931e-05,0.000393758278555282,1.8843441651314,"11299","unknown function","hypothetical protein",NA,267,0.223,5.577e-05,0,135,144,0,137,139,"foldseek","protein190287","unknown function",0,0,0,0,0,0,0,0,0,0,0
"virus_comp_733_cycle_1_32",0.0537371076685083,0.503663499821507,3.21470143408939,0.00160844805190855,0.00452332621216584,-1.52446828617998,"706","unknown function","hypothetical protein",NA,577,0.34,2.988e-12,0,189,190,0,189,190,"foldseek","protein527756","unknown function",0,0,0,0,0,0,0,0,0,0,0
"virus_comp_733_cycle_1_35",0.0727326806548511,0.246825054337798,4.30881000424584,3.42455755381364e-05,0.000359854717146707,2.02343867105389,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_733_cycle_1_36",0.076724081337408,0.293593889183043,4.30372222766121,3.45446633296259e-05,0.000362024367172943,2.01610119588324,"518","transcription regulation","Rha-like transcriptional regulator",NA,811,0.567,1.41e-19,0,182,183,1,181,183,"foldseek","envhog_protein879278","transcription regulation",0.994,0,0,0,0.002,0.001,0,0.994,0,0,0
"virus_comp_733_cycle_1_37",0.0761462240283078,0.37229713834752,3.6214423646529,0.000468987048826831,0.00188414221363215,-0.378235362270811,"4440","tail","tail fiber protein",NA,305,0.126,7.286e-05,4,303,310,0,367,853,"foldseek","envhog_protein2081893","other",0.848,0,0,0.044,0,0,0,0,0.041,0.848,0
"virus_comp_733_cycle_1_38",0.0729867197104543,0.583933447904681,3.46989752363634,0.000717513276998578,0.00249213727821815,-0.760177070034072,"1535","tail","tail length tape measure protein",NA,792,0.485,7.045e-17,0,352,389,7,335,776,"foldseek","envhog_protein753516","tail",1,0,0,1,0,0,0,0,0,0,0
"virus_comp_733_cycle_1_39",0.0751315439647312,0.390304792734812,3.60784509129857,0.000495608832166947,0.00195492928853743,-0.425674945004613,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_733_cycle_1_40",0.0789416611660257,0.428268834683931,4.23484960369788,4.11016327413734e-05,0.000403684126598061,1.84848767404828,"1535","tail","tail length tape measure protein",NA,254,0.425,5.318e-06,14,167,175,627,769,776,"foldseek","envhog_protein753516","tail",1,0,0,1,0,0,0,0,0,0,0
"virus_comp_733_cycle_1_41",0.0705071848018894,0.705032474700477,3.35009070611269,0.00105845037803503,0.00332061198052884,-1.10776658859993,"13564","tail","minor tail protein",NA,340,0.201,1.332e-06,0,125,132,0,129,308,"foldseek","envhog_protein81955","tail",0.745,0.122,0,0.745,0,0,0.088,0,0.044,0,0
"virus_comp_733_cycle_1_44",0.0646617435548506,0.370705167796985,3.11110830472471,0.00349728042255774,0.00802281054681818,-2.11495242770159,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_733_cycle_1_45",0.0683730210396113,0.481844292848314,3.33173702966984,0.00116503097813973,0.00354904127648046,-1.21267675439426,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_733_cycle_1_49",0.0772510735743063,0.36381635456832,3.81439904846408,0.000479717399371901,0.00191314957181125,-0.280682322371859,"10993","head and packaging","Hoc-like head decoration",NA,594,0.465,4.73e-14,9,195,199,0,188,219,"foldseek","envhog_protein114735","head and packaging",1,1,0,0,0,0,0,0,0,0,0
"virus_comp_733_cycle_1_5",0.0629917907854482,0.237320294138232,4.46179657591139,2.78705551955028e-05,0.000323281899878992,2.26527769826045,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_733_cycle_1_8",0.048843692937235,0.226408584005264,2.88858748927082,0.00452628466809971,0.00958464071917756,-2.46455232556144,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_733_cycle_1_9",0.0596226962489874,0.385364240243098,3.91244138615889,0.000205775587255993,0.00113133160419645,0.410606972479976,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_7421_cycle_1_1",0.104098956878597,0.662918360680861,4.56232780540924,1.11478064593879e-05,0.000190291595850425,3.09059394898803,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_7421_cycle_1_3",0.0744378536565559,0.196424266773217,6.12826453718316,2.33160150442205e-08,4.32049456711615e-06,8.94702229850643,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_7444_cycle_1_2",0.068387634336727,0.508767474582271,3.56444544981864,0.0029267768248954,0.00702278082630846,-1.70741285124063,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_752_cycle_1_1",0.0568980679615098,0.360872299474987,3.13864753174536,0.00221634291923961,0.00573374220470393,-1.79062428385485,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_752_cycle_1_10",0.0880732690389457,0.264530557114316,4.24205196198485,0.000116925449804127,0.000785329180900917,1.01473778869454,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_7540_cycle_1_4",0.0851543585061699,0.254724691331064,4.13965142493624,7.72171602638671e-05,0.000609781574689811,1.28704302559823,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_757_cycle_1_10",0.0793052870258752,0.286425985731984,3.45879353069782,0.000943521491488422,0.00306789854890614,-0.998090828995332,"194","head and packaging","head scaffolding protein",NA,523,0.573,1.699e-12,11,175,177,109,282,283,"foldseek","envhog_protein1172409","head and packaging",1,1,0,0,0,0,0,0,0,0,0
"virus_comp_757_cycle_1_25",0.0770316243189253,0.232265930330834,5.15596124916856,1.763469218716e-06,6.50320865656685e-05,4.85461917326694,"1682","DNA, RNA and nucleotide metabolism","RusA-like Holliday junction resolvase",NA,611,0.604,3.883e-15,0,122,124,41,164,170,"foldseek","envhog_protein567967","DNA, RNA and nucleotide metabolism",0.996,0,0,0.001,0,0.996,0,0.003,0,0,0
"virus_comp_757_cycle_1_48",0.0751450410425975,0.228489153394506,4.37571887779861,5.7629768881441e-05,0.00050852091773714,1.6392911043405,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_757_cycle_1_61",0.0775235982100392,0.273326189557432,3.88751623291921,0.000180784460167391,0.00104471865542857,0.489167787630366,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_757_cycle_1_62",0.0746111065047975,0.229752751162947,4.40403114766944,6.17162851833013e-05,0.000531500422050179,1.59757398701161,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_760_cycle_1_1",0.0750225945315654,0.186003229094423,5.87194871434202,5.69474160112142e-08,7.21146396358131e-06,8.07957619156957,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_760_cycle_1_4",0.0822621801627613,0.240892340459421,3.71519221469527,0.00104504237654816,0.00328910680348371,-0.915477901416945,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_7609_cycle_1_2",0.0908638326030236,0.293240042743378,6.24388365083331,6.14607063400368e-09,1.41323471225414e-06,10.1671755221529,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_7998_cycle_1_1",0.0826449193595802,0.323459769529925,4.21472171308239,7.18994281732242e-05,0.000583578381055076,1.38907842050185,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_7998_cycle_1_2",0.0918675136424317,0.407265918967733,4.51220757798771,2.1048395297541e-05,0.000267136939019766,2.52246919832818,"347","connector","tail terminator",NA,381,0.159,2.724e-09,2,129,132,0,128,134,"foldseek","envhog_protein1822759","connector",0.705,0.119,0,0.176,0,0,0.705,0,0,0,0
"virus_comp_7998_cycle_1_4",0.0941850083874466,0.554206085595636,4.70230484992802,8.19999836367894e-06,0.000157900461101581,3.39478292501211,"5377","unknown function","hypothetical protein",NA,330,0.63,2.153e-07,0,95,100,0,95,98,"foldseek","protein794818","unknown function",0,0,0,0,0,0,0,0,0,0,0
"virus_comp_7998_cycle_1_5",0.0758272223684187,0.265536694813717,4.40295398531839,2.36567954080389e-05,0.000289888442790044,2.36777436839157,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_7998_cycle_1_6",0.0814979821917088,0.30686348879923,4.49078115109059,3.24260766316975e-05,0.000349183288025635,2.15682286191827,"7935","unknown function","hypothetical protein",NA,235,0.361,0.0005494,4,108,110,0,103,104,"foldseek","protein469955","unknown function",0,0,0,0,0,0,0,0,0,0,0
"virus_comp_8065_cycle_1_2",0.0823979189130339,0.570140162263312,3.07769644360532,0.00294223050674683,0.00703694281808947,-2.00064176039928,"8742","tail","pilot protein for DNA ejection",NA,682,0.912,1.95e-18,6,223,232,5,222,263,"foldseek","protein483889","tail",1,0,0,1,0,0,0,0,0,0,0
"virus_comp_8065_cycle_1_3",0.0825563778115927,0.413823349733501,4.12040584085309,7.17526877421739e-05,0.000583578381055076,1.36417857921295,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_808_cycle_4_10",0.0865249020624429,0.562980412205889,4.82996392378208,6.0109856033555e-06,0.000137036731951959,3.69323706190734,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_808_cycle_4_11",0.0801986859481717,0.696116636303626,3.14545345096747,0.00227280152727853,0.00580684369037344,-1.81724240679299,"vfdb","moron, auxiliary metabolic gene and host takeover","VFDB virulence factor protein",NA,1340,0.216,7.231e-27,0,422,449,0,552,621,"foldseek","VFG047113","other",0.699,0,0,0,0.301,0,0,0,0,0.699,0
"virus_comp_808_cycle_4_12",0.0835700091717304,0.501134097280289,4.73352702692656,8.76754090114142e-06,0.000161597639854672,3.33791335577785,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_808_cycle_4_13",0.075764390595342,0.643516137713584,2.99691961709604,0.00355736772646155,0.00811777609033169,-2.22385193247429,"5131","DNA, RNA and nucleotide metabolism","thymidylate synthase",NA,786,0.343,6.989e-19,1,252,255,16,246,247,"foldseek","envhog_protein1938465","DNA, RNA and nucleotide metabolism",0.999,0,0,0,0,0.999,0,0,0,0.001,0
"virus_comp_808_cycle_4_14",0.0730452277607858,0.520144967931231,3.52234434987286,0.00150765207125665,0.00431711600731996,-1.28507368123882,"12184","other","nucleotide pyrophosphohydrolase",NA,506,0.368,5.955e-09,0,194,196,0,249,265,"foldseek","envhog_protein865837","other",0.887,0,0,0,0,0.113,0,0,0,0.887,0
"virus_comp_808_cycle_4_15",0.0810054594753958,0.630116444840887,4.35646859135505,3.77186021290938e-05,0.000385153479090663,1.97266487504429,"474","other","phosphofructokinase",NA,751,0.986,1.618e-18,0,152,154,23,175,176,"foldseek","envhog_protein417525","other",0.986,0,0,0,0,0.014,0,0,0,0.986,0
"virus_comp_808_cycle_4_16",0.0860414411608339,0.408741816962032,3.73380705392154,0.000338939022789962,0.00155250253972633,-0.0852979430748055,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_808_cycle_4_17",0.0790477405545114,0.535898508860022,3.28253820474373,0.00151552913889295,0.00432739474355919,-1.44752814659364,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_808_cycle_4_2",0.081837857099958,0.666161204847988,3.12747777091515,0.00240934524584004,0.0060372631833261,-1.86883372939466,"5","connector","tail completion or Neck1 protein",NA,278,0.188,2.078e-05,4,147,165,27,180,182,"foldseek","efam_protein233499","connector",0.891,0.109,0,0,0,0,0.891,0,0,0,0
"virus_comp_808_cycle_4_23",0.0829204408663748,0.573146981162014,4.64886726610061,1.21730469649393e-05,0.00019744581155995,3.03056433276884,"93","DNA, RNA and nucleotide metabolism","endonuclease",NA,286,0.55,1.565e-06,6,65,74,0,59,108,"foldseek","protein704468","DNA, RNA and nucleotide metabolism",1,0,0,0,0,1,0,0,0,0,0
"virus_comp_808_cycle_4_24",0.0799697999371915,0.64216685140552,3.21167392809113,0.00187388229420319,0.00506220171944731,-1.63983297944377,"256","DNA, RNA and nucleotide metabolism","DNA helicase",NA,1756,0.657,1.673e-40,1,336,345,450,788,792,"foldseek","protein288233","DNA, RNA and nucleotide metabolism",0.992,0,0,0,0.002,0.992,0,0,0,0.005,0
"virus_comp_808_cycle_4_27",0.090466088808266,0.574504102374321,3.19547510000793,0.0019625977485461,0.00523314774834017,-1.6850027562712,"17","DNA, RNA and nucleotide metabolism","DNA polymerase",NA,1355,0.487,7.493e-29,1,318,380,9,322,380,"foldseek","envhog_protein1718334","DNA, RNA and nucleotide metabolism",0.999,0,0,0,0.001,0.999,0,0,0,0.001,0
"virus_comp_808_cycle_4_28",0.0868929520559877,0.499209771086768,3.47837697782936,0.000803384431674524,0.00271663472613816,-0.870131905282184,"112","DNA, RNA and nucleotide metabolism","Gp2.5-like ssDNA binding protein and ssDNA annealing protein",NA,1006,0.601,1.19e-23,1,178,181,2,177,179,"foldseek","protein656605","DNA, RNA and nucleotide metabolism",1,0,0,0,0,1,0,0,0,0,0
"virus_comp_808_cycle_4_30",0.0799704338204574,0.567758364513013,3.13823501802994,0.00232359242508345,0.00589212965352639,-1.83967447202418,"5053","unknown function","hypothetical protein",NA,247,0.255,5.795e-05,0,128,132,1,137,139,"foldseek","protein275379","unknown function",0,0,0,0,0,0,0,0,0,0,0
"virus_comp_808_cycle_4_31",0.0777227532447587,0.57506092443999,3.17941284725176,0.00204744210629675,0.00540043940183131,-1.72497144980825,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_808_cycle_4_32",0.0797227839476949,0.615661992699029,3.21546193459505,0.00183114762974931,0.00498812270710108,-1.62310191209655,"4583","transcription regulation","transcriptional repressor",NA,260,0.507,5.166e-05,1,63,79,31,93,166,"foldseek","envhog_protein862572","transcription regulation",1,0,0,0,0,0,0,1,0,0,0
"virus_comp_808_cycle_4_34",0.0874424601914824,0.579599750495149,3.43772563864832,0.000903656130487828,0.00296341595140681,-0.980416225637989,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_808_cycle_4_35",0.0781819125170336,0.604872175703824,4.12372330520498,8.67261822758994e-05,0.000659557678047648,1.19161049011276,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_808_cycle_4_36",0.0832657407302973,0.513216749719506,3.31802456476333,0.001326883992865,0.00390285456161065,-1.33188217938536,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_808_cycle_4_37",0.0860261968549896,0.480039638433006,5.10625987245695,2.28483967785905e-06,7.56901550911103e-05,4.61833177309913,"894","lysis","endolysin",NA,573,0.487,4.472e-14,4,120,121,46,161,164,"foldseek","envhog_protein912889","lysis",0.913,0.001,0,0.012,0.002,0.001,0,0,0.913,0.071,0
"virus_comp_808_cycle_4_38",0.0870858455479553,0.550141926655278,3.28770137584123,0.00146045666751833,0.0042008278979611,-1.41829253717683,"199","lysis","holin",NA,493,0.477,3.712e-10,0,152,154,17,168,173,"foldseek","envhog_protein1581386","lysis",1,0,0,0,0,0,0,0,1,0,0
"virus_comp_808_cycle_4_41",0.0834536688277264,0.499501725368703,3.50799383999803,0.00074989247514015,0.00257359937253981,-0.800785930242355,"No_PHROG","unknown function","hypothetical protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"virus_comp_808_cycle_4_43",0.0801474638492094,0.69377645601337,3.09221692572082,0.00267306578933236,0.00658828131809597,-1.96242952424984,"94","head and packaging","head maturation protease",NA,727,0.243,9.205e-18,0,357,358,0,349,350,"foldseek","efam_protein174221","head and packaging",1,1,0,0,0,0,0,0,0,0,0
"virus_comp_808_cycle_4_44",0.0755678522762794,0.662384494596667,3.96119270979583,0.000158744170806185,0.000962054911493829,0.634147593336882,"94","head and packaging","head maturation protease",NA,1377,0.467,1.535e-34,0,350,357,17,363,365,"foldseek","envhog_protein363096","head and packaging",0.956,0.956,0,0.001,0,0,0,0,0,0.042,0
